trait_id	original_category	product_module	trait_name_original	trait_name_consumer_friendly	scientific_description_short	what_can_be_tested	what_cannot_be_claimed	number_of_rsids	rsids	genes_cleaned	has_pdf_only_candidate_rsids	has_structured_catalog_rsids	marker_validation_status	requires_external_annotation	requires_clinvar_review	requires_gwas_review	requires_pharmgkb_review	requires_manual_scientific_review	privacy_or_regulatory_sensitivity	recommended_product_tier	mvp_include_candidate_yes_no	reason_for_tier	recommended_report_language	required_caveat	notes
wg-2042	genetic_disease	Disease Risk (Sensitive)	Arginase Deficiency (ARG)	Arginase Deficiency (ARG)	Genetic variants associated with Arginase Deficiency (ARG). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Arginase Deficiency (ARG).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs104893944;rs104893947;rs104893948	ARG1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1541	genetic_disease	Disease Risk (Sensitive)	Argininosuccinate Lyase Deficiency	Argininosuccinate Lyase Deficiency	Genetic variants associated with Argininosuccinate Lyase Deficiency. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Argininosuccinate Lyase Deficiency.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs367543006;rs367543005;rs28940286	ASL	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1739	genetic_disease	Disease Risk (Sensitive)	Arrhythmogenic Right Ventricular Cardiomyopathy	Arrhythmogenic Right Ventricular Cardiomyopathy	Genetic variants associated with Arrhythmogenic Right Ventricular Cardiomyopathy. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Arrhythmogenic Right Ventricular Cardiomyopathy.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs12143;rs78620;rs86902	ATM;BRAF;CASQ2;DSP;GALT;GJA5;KCNQ1;PEX1;PEX6;PKP2;RYR2;TRDN	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2274	health_risk	Disease Risk (Sensitive)	Arterial Stiffness	Arterial Stiffness	Genetic variants associated with Arterial Stiffness. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Arterial Stiffness.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs939834;rs1006923;rs10840457	TEX41	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2100	genetic_disease	Disease Risk (Sensitive)	Arthrogryposis Multiplex Congenita (AMC)	Arthrogryposis Multiplex Congenita (AMC)	Genetic variants associated with Arthrogryposis Multiplex Congenita (AMC). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Arthrogryposis Multiplex Congenita (AMC).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs104894311;rs104894312;rs121913623	ECEL1;MYH3;TNNI2	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2087	genetic_disease	Disease Risk (Sensitive)	Aspartylglucosaminuria (AGU)	Aspartylglucosaminuria (AGU)	Genetic variants associated with Aspartylglucosaminuria (AGU). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Aspartylglucosaminuria (AGU).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs121964908;rs121964909;rs386833420	AGA	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-53	health_risk	Disease Risk (Sensitive)	Asthma	Asthma	Genetic variants associated with Asthma. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Asthma.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	7	rs12479210;rs5067;rs3804100;rs1695;rs13153971;rs4794067;rs7216389	CASC15;CDKN2C;EPHX1;ESR2;GSDMB;GSTP1;ICAM1;INPP4A;KCNAB1;NOS3;NPPA;OCA2;SLC6A7;TLR2	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1768	health_risk	Disease Risk (Sensitive)	Astigmatism	Astigmatism	Genetic variants associated with Astigmatism. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Astigmatism.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	5	rs7677751;rs12032649;rs72629670;rs12913832;rs10946507	ATP11A;CASC15;DCT;FLT1;HERC2;IRF4;KIAA09;PDGFRA;PRSS56;RGR;SLC45A2;TFAP2B;TYR	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2010	genetic_disease	Disease Risk (Sensitive)	Ataxia-Telangiectasia (AT)	Ataxia-Telangiectasia (AT)	Genetic variants associated with Ataxia-Telangiectasia (AT). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Ataxia-Telangiectasia (AT).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	7	rs12143;rs78620;rs77492;rs77503;rs1057520640;rs1060501687;rs1060501700	ATM;BRAF;CASQ2;DSP;GALT;GJA5;KCNQ1;PEX1;PEX6;PKP2;RYR2;TRDN	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-39	health_risk	Disease Risk (Sensitive)	Atrial Fibrillation	Atrial Fibrillation	Genetic variants associated with Atrial Fibrillation. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Atrial Fibrillation.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	8	rs16997168;rs3853445;rs6666258;rs72700118;rs13376333;rs10033464;rs2200733;rs3903239	ABCG2;ALOX5AP;CAV1;HAND2;PDE4D;PRKCH;PRRX1;RPL3L;WNT8A	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2089	genetic_disease	Disease Risk (Sensitive)	Auditory Neuropathy (AN)	Auditory Neuropathy (AN)	Genetic variants associated with Auditory Neuropathy (AN). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Auditory Neuropathy (AN).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	2	rs80356586;rs80356602	OTOF	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1587	health_risk	Disease Risk (Sensitive)	Autism	Autism	Genetic variants associated with Autism. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Autism.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	8	rs16976358;rs1858830;rs3740304;rs3784730;rs9532931;rs1353545;rs2828478;rs10258862	ATP2B2;DOCK4;FHIT;FOXP1;POU6F2	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1577	genetic_disease	Disease Risk (Sensitive)	Autosomal Dominant Non-Syndromic Deafness	Autosomal Dominant Non-Syndromic Deafness	Genetic variants associated with Autosomal Dominant Non-Syndromic Deafness. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Autosomal Dominant Non-Syndromic Deafness.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs10489;rs74315;rs146670741;rs397517196	CACNA1C;CAV3;COL3A1;CYP1A1;DMD;EPHX1;ESR2;GJB2;GJB3;GSTP1;HCN4;KCNH2;KCNJ2;KCNQ1;LOXHD;MYBPC;MYBPC3;MYL3;MYO15A;SCN5A;SDHB;SDHD;SLC26A4;SMAD3;TGFB2;TGFBR1;TGFBR2;TNNI3;VHL;WFS1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
